brand,name,slug,local_image_path,approved_image_url,image_storage_path
Frederic Malle,Amber Fusion 0199,frederic-malle-amber-fusion-0199,approved-images/frederic-malle-amber-fusion-0199.jpg,,frederic-malle/frederic-malle-amber-fusion-0199.jpg
Dior,Intense Edition 0201,dior-intense-edition-0201,approved-images/dior-intense-edition-0201.jpg,,dior/dior-intense-edition-0201.jpg
Chanel,Zenith Nectar 0202,chanel-zenith-nectar-0202,approved-images/chanel-zenith-nectar-0202.jpg,,chanel/chanel-zenith-nectar-0202.jpg
Xerjoff,Midnight Reserve 0203,xerjoff-midnight-reserve-0203,approved-images/xerjoff-midnight-reserve-0203.jpg,,xerjoff/xerjoff-midnight-reserve-0203.jpg
Lattafa,Oud Eau de Parfum 0204,lattafa-oud-eau-de-parfum-0204,approved-images/lattafa-oud-eau-de-parfum-0204.jpg,,lattafa/lattafa-oud-eau-de-parfum-0204.jpg
Tom Ford,Luminous Reserve 0206,tom-ford-luminous-reserve-0206,approved-images/tom-ford-luminous-reserve-0206.jpg,,tom-ford/tom-ford-luminous-reserve-0206.jpg
Guerlain,Eclat Essence 0207,guerlain-eclat-essence-0207,approved-images/guerlain-eclat-essence-0207.jpg,,guerlain/guerlain-eclat-essence-0207.jpg
Maison Francis Kurkdjian,Noir Eau de Parfum 0208,maison-francis-kurkdjian-noir-eau-de-parfum-0208,approved-images/maison-francis-kurkdjian-noir-eau-de-parfum-0208.jpg,,maison-francis-kurkdjian/maison-francis-kurkdjian-noir-eau-de-parfum-0208.jpg
Diptyque,Noble Signature 0209,diptyque-noble-signature-0209,approved-images/diptyque-noble-signature-0209.jpg,,diptyque/diptyque-noble-signature-0209.jpg
Yves Saint Laurent,Intense Edition 0211,yves-saint-laurent-intense-edition-0211,approved-images/yves-saint-laurent-intense-edition-0211.jpg,,yves-saint-laurent/yves-saint-laurent-intense-edition-0211.jpg
Acqua di Parma,Solar Whisper 0212,acqua-di-parma-solar-whisper-0212,approved-images/acqua-di-parma-solar-whisper-0212.jpg,,acqua-di-parma/acqua-di-parma-solar-whisper-0212.jpg
Parfums de Marly,Opaline Eau de Parfum 0213,parfums-de-marly-opaline-eau-de-parfum-0213,approved-images/parfums-de-marly-opaline-eau-de-parfum-0213.jpg,,parfums-de-marly/parfums-de-marly-opaline-eau-de-parfum-0213.jpg
Initio,Oud Legend 0214,initio-oud-legend-0214,approved-images/initio-oud-legend-0214.jpg,,initio/initio-oud-legend-0214.jpg
Montale,Intense Eau de Parfum 0216,montale-intense-eau-de-parfum-0216,approved-images/montale-intense-eau-de-parfum-0216.jpg,,montale/montale-intense-eau-de-parfum-0216.jpg
Nishane,Opaline Code 0217,nishane-opaline-code-0217,approved-images/nishane-opaline-code-0217.jpg,,nishane/nishane-opaline-code-0217.jpg
Memo Paris,Oud Essence 0218,memo-paris-oud-essence-0218,approved-images/memo-paris-oud-essence-0218.jpg,,memo-paris/memo-paris-oud-essence-0218.jpg
Frederic Malle,Noble Legend 0219,frederic-malle-noble-legend-0219,approved-images/frederic-malle-noble-legend-0219.jpg,,frederic-malle/frederic-malle-noble-legend-0219.jpg
Dior,Amber Eau de Parfum 0221,dior-amber-eau-de-parfum-0221,approved-images/dior-amber-eau-de-parfum-0221.jpg,,dior/dior-amber-eau-de-parfum-0221.jpg
Chanel,Intense Sillage 0222,chanel-intense-sillage-0222,approved-images/chanel-intense-sillage-0222.jpg,,chanel/chanel-intense-sillage-0222.jpg
Xerjoff,Saffron Bloom 0223,xerjoff-saffron-bloom-0223,approved-images/xerjoff-saffron-bloom-0223.jpg,,xerjoff/xerjoff-saffron-bloom-0223.jpg
Lattafa,Noble Nectar 0224,lattafa-noble-nectar-0224,approved-images/lattafa-noble-nectar-0224.jpg,,lattafa/lattafa-noble-nectar-0224.jpg
Tom Ford,Intense Pulse 0226,tom-ford-intense-pulse-0226,approved-images/tom-ford-intense-pulse-0226.jpg,,tom-ford/tom-ford-intense-pulse-0226.jpg
Guerlain,Opaline Reserve 0227,guerlain-opaline-reserve-0227,approved-images/guerlain-opaline-reserve-0227.jpg,,guerlain/guerlain-opaline-reserve-0227.jpg
Maison Francis Kurkdjian,Silk Code 0228,maison-francis-kurkdjian-silk-code-0228,approved-images/maison-francis-kurkdjian-silk-code-0228.jpg,,maison-francis-kurkdjian/maison-francis-kurkdjian-silk-code-0228.jpg
Diptyque,Zenith Elixir 0229,diptyque-zenith-elixir-0229,approved-images/diptyque-zenith-elixir-0229.jpg,,diptyque/diptyque-zenith-elixir-0229.jpg
Yves Saint Laurent,Intense Bloom 0231,yves-saint-laurent-intense-bloom-0231,approved-images/yves-saint-laurent-intense-bloom-0231.jpg,,yves-saint-laurent/yves-saint-laurent-intense-bloom-0231.jpg
Acqua di Parma,Noble Fusion 0232,acqua-di-parma-noble-fusion-0232,approved-images/acqua-di-parma-noble-fusion-0232.jpg,,acqua-di-parma/acqua-di-parma-noble-fusion-0232.jpg
Parfums de Marly,Eclat Edition 0233,parfums-de-marly-eclat-edition-0233,approved-images/parfums-de-marly-eclat-edition-0233.jpg,,parfums-de-marly/parfums-de-marly-eclat-edition-0233.jpg
Initio,Silk Nectar 0234,initio-silk-nectar-0234,approved-images/initio-silk-nectar-0234.jpg,,initio/initio-silk-nectar-0234.jpg
Montale,Luminous Parfum 0236,montale-luminous-parfum-0236,approved-images/montale-luminous-parfum-0236.jpg,,montale/montale-luminous-parfum-0236.jpg
Nishane,Amber Eau de Parfum 0237,nishane-amber-eau-de-parfum-0237,approved-images/nishane-amber-eau-de-parfum-0237.jpg,,nishane/nishane-amber-eau-de-parfum-0237.jpg
Memo Paris,Noble Bloom 0238,memo-paris-noble-bloom-0238,approved-images/memo-paris-noble-bloom-0238.jpg,,memo-paris/memo-paris-noble-bloom-0238.jpg
